Date,total,SoO,BerS,Hudson,Baffin,Green,Barents,Kara,Laptev,EastS,Chuck,BeaS,Canada,Central
23/11/2012,69.23847967,14.95959596,15.60948322,17.9726163,29.43506104,46.6537127,15.43428132,28.50756187,65.53865859,66.48974402,53.79489796,73.72261587,59.27260477,101.2124377
24/11/2012,69.76943134,14.79710145,15.56259133,17.98007748,29.88630689,47.10732173,15.89905149,30.34506268,69.88763391,66.25851839,55.65370613,74.36334069,60.73393507,102.4086493
25/11/2012,70.12734701,14.67582418,15.58724374,18.57559422,30.37864964,46.87187653,16.18028169,32.41055095,72.482068,65.89184608,57.71528486,75.04332675,63.52438696,103.3737415
26/11/2012,69.23565972,14.86936937,15.8583411,19.5860965,33.18875193,44.9865804,17.01880531,34.61862664,69.55461109,62.03263542,57.86071896,74.52654199,65.95931564,102.1914887
27/11/2012,67.73159501,14.85789474,16.1383812,20.01935874,34.98874824,43.4193087,17.66230224,36.19075713,65.79217604,58.56034921,58.19003798,71.12277849,66.19005927,100.6958953
28/11/2012,66.62953415,15.65333333,16.20675537,20.48235943,35.25660301,42.71415227,18.17437896,36.10455312,63.36826173,55.93948127,58.82590856,72.62922523,67.11164983,99.38559039
29/11/2012,66.02638446,15.5875,16.42318982,21.26226013,33.0927091,42.52209197,19.37488372,36.07649149,60.19315403,55.08386385,59.84067548,76.66771196,68.99798116,98.8786474
30/11/2012,65.58007951,16.18674699,16.62634283,22.78308655,31.57878839,43.85354897,20.52652174,35.04481312,57.16020491,55.17292532,60.57182726,80.34680604,71.8367649,97.80977623
01/12/2012,65.87512432,15.33455882,16.998604,23.85833218,31.74049477,44.36387607,21.85857267,34.07522377,58.02456631,56.13054166,59.09991171,84.32388805,73.69261799,97.85760528
02/12/2012,66.75257912,15.64,17.16976633,24.85594881,33.94705574,46.02674157,22.67378309,32.94506889,60.02724415,59.22546194,59.29587629,86.93195541,74.95428879,97.67276249
03/12/2012,67.38657238,14.64904863,17.19078047,25.31528545,33.82634427,48.11680846,23.2889336,34.12014197,60.66344587,63.6179861,61.01684982,88.27156624,75.57905351,98.08154329
04/12/2012,67.6467111,16.80573248,17.30288066,26.4878019,34.40859157,48.940285,23.46555006,33.78319593,62.39390059,67.46664972,63.5910683,86.36514571,76.56336514,96.98473161
05/12/2012,67.56215376,18.03361345,17.35054348,27.13290205,34.81460674,49.93471019,24.00631136,33.3079189,65.03876149,70.25391982,62.96927781,84.46563733,77.85620212,96.58963297
